sn,condition,idcode,gender,age,class,height,weight,father_origin,religion,sibling-f,sibling-m,father-job,mother-job,mother_edu,father_edu,healtha,healthb,healthc,healthd,healthe,sussex1a,sussex1b,sussex1c,sussex1d,sussex1e,sussex2a,sussex2b,sussex2c,sussex2d,sussex2e,sussex3a,sussex3b,sussex3c,sussex3d,sussex3e,sussex4a,sussex4b,sussex4c,sussex4d,sussex4e,sussex5a,sussex5b,sussex5c,sussex5d,sussex5e,sussex6a,sussex6b,sussex6c,sussex6d,sussex6e,sussex7a,sussex7b,sussex7c,sussex7d,sussex7e,sussex8a,sussex8b,sussex8c,sussex8d,sussex8e,sussex9a,sussex9b,sussex9c,sussex9d,sussex9e,sussex10a,sussex10b,sussex10c,sussex10d,sussex10e,attnchk1,sussex11a,sussex11b,sussex11c,sussex11d,sussex11e,sussex12a,sussex12b,sussex12c,sussex12d,sussex12e,sussex13a,sussex13b,sussex13c,sussex13d,sussex13e,sussex14a,sussex14b,sussex14c,sussex14d,sussex14e,sussex15a,sussex15b,sussex15c,sussex15d,sussex15e,sussex16a,sussex16b,sussex16c,sussex16d,sussex16e,sussex17a,sussex17b,sussex17c,sussex17d,sussex17e,sussex18a,sussex18b,sussex18c,sussex18d,sussex18e,sussex19a,sussex19b,sussex19c,sussex19d,sussex19e,sussex20a,sussex20b,sussex20c,sussex20d,sussex20e,attnchk2,ames1a,ames1b,ames1c,ames1d,ames1e,ames2a,ames2b,ames2c,ames2d,ames2e,ames3a,ames3b,ames3c,ames3d,ames3e,ames4a,ames4b,ames4c,ames4d,ames4e,attnchk3,ames5a,ames5b,ames5c,ames5d,ames5e,ames6a,ames6b,ames6c,ames6d,ames6e,ames7a,ames7b,ames7c,ames7d,ames7e,ames8a,ames8b,ames8c,ames8d,ames8e,symp1a,symp1b,symp1c,symp1d,symp1e,symp2a,symp2b,symp2c,symp2d,symp2e,symp3a,symp3b,symp3c,symp3d,symp3e,iri1a,iri1b,iri1c,iri1d,iri1e,iri2a,iri2b,iri2c,iri2d,iri2e,iri3a,iri3b,iri3c,iri3d,iri3e,iri4a,iri4b,iri4c,iri4d,iri4e,iri5a,iri5b,iri5c,iri5d,iri5e,sds1a,sds1b,sds2a,sds2b,sds3a,sds3b,sds4a,sds4b,sds5a,sds5b,sds6a,sds6b,iosa,iosb,iosc,iosd,iose,swiss1,swiss2,swiss3,swiss4,swiss5,swiss6,swiss7,swiss8,sps1,sps2,sps3,sps4,sps5,sps6,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,school
221,3,Gp172,0,15,2,179,61,24,0,2,0,Teacher,Teacher,6,6,100,100,100,50,100,100,100,50,100,40,90,100,90,100,40,100,100,70,100,50,100,100,50,100,50,80,100,50,100,60,90,100,70,100,80,100,100,100,80,100,100,100,100,60,70,100,100,50,100,50,100,100,50,100,60,70,100,100,50,90,40,50,100,20,100,20,100,100,20,100,60,100,100,50,100,50,50,100,50,90,50,80,100,40,100,30,100,100,50,100,60,100,100,40,70,20,50,100,50,100,50,90,100,50,50,30,100,50,100,20,90,30,100,100,80,100,50,100,100,100,100,80,90,100,100,100,100,50,20,100,10,100,20,80,100,10,100,40,10,100,50,100,20,100,100,0,90,50,100,100,100,90,50,100,100,100,100,100,100,100,100,100,100,90,100,100,100,20,90,100,100,90,50,90,100,90,100,50,90,100,100,100,50,100,100,50,100,60,1,1,0,1,1,1,1,1,0,1,0,1,6,0,3,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch3
222,3,Gp175,1,14,2,161,70,23,0,1,1,Facility Mager,Qualified Teacher,2,7,50,100,90,100,70,70,100,100,100,90,100,100,100,80,90,100,90,70,80,70,80,90,60,80,100,100,90,100,100,90,100,100,100,70,100,90,90,100,100,80,100,80,100,100,90,100,100,80,100,80,100,90,100,100,100,70,100,90,100,80,100,90,90,80,100,90,100,100,100,80,90,70,100,100,90,100,100,90,100,70,90,100,90,100,100,100,80,90,100,100,100,80,90,100,100,80,90,90,100,100,90,100,90,90,100,90,30,100,50,100,100,100,100,100,100,100,90,100,100,100,80,100,100,100,100,100,90,50,0,20,30,100,50,70,50,100,60,80,100,80,100,100,100,100,50,100,80,100,100,90,100,100,90,100,100,100,80,100,100,50,100,90,80,100,100,100,100,100,100,100,100,80,90,90,100,90,70,90,80,100,20,70,50,100,90,100,100,50,1,1,1,0,1,1,1,1,0,0,0,0,6,6,6,6,2,100,90,80,60,70,100,100,80,90,90,90,90,90,90,70,80,90,100,100,100,100,80,90,90,100,90,90,90,90,sch3
223,3,Gp185,0,17,2,179,70,30,0,3,1,Mechanical engineering,Business woman,7,7,100,100,100,100,50,70,50,70,50,60,80,70,70,50,50,80,90,80,50,60,50,60,80,100,60,50,60,80,80,60,60,70,80,90,50,60,70,70,60,60,50,80,80,90,60,100,60,70,60,70,70,70,70,70,60,80,100,60,80,60,60,70,90,70,70,50,60,70,70,80,60,70,80,80,60,60,100,70,50,80,50,100,70,70,60,50,80,70,60,60,50,40,80,60,80,60,70,60,70,100,60,40,60,90,70,50,80,80,70,70,90,60,60,60,90,80,50,50,80,90,80,60,90,90,90,80,50,50,10,20,90,70,60,30,60,100,80,60,60,60,80,70,50,60,60,90,80,70,60,80,90,80,60,50,60,90,80,60,80,80,70,90,60,50,80,90,90,60,80,70,90,80,50,40,60,90,60,50,60,90,90,60,60,70,60,90,60,50,1,1,0,0,1,0,1,1,0,0,0,0,4,5,4,6,6,70,70,70,60,70,60,70,80,80,60,50,50,70,70,70,60,50,60,50,70,60,50,50,60,70,70,80,70,80,sch3
224,3,Gp194,1,16,2,54,47,2,0,1,1,Driver,Business,1,1,100,100,100,100,100,50,50,50,50,100,50,50,50,50,100,50,100,50,50,100,50,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,50,100,50,100,100,100,100,100,50,100,50,50,60,100,100,80,50,50,100,100,100,50,100,100,100,100,50,100,100,100,100,100,100,100,100,50,50,100,100,100,100,50,100,30,50,50,50,50,50,50,100,100,50,50,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,50,100,50,70,50,100,100,50,100,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,100,100,100,100,1,1,0,0,1,1,0,0,0,0,0,0,6,6,6,6,6,100,100,100,100,100,100,100,100,100,30,50,30,0,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,sch3
225,3,Gp202,0,16,2,169,59,28,0,0,2,Ice block seller,civil servant,7,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,70,100,0,0,0,50,0,100,50,70,100,50,10,50,50,100,100,30,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,90,70,100,50,100,100,100,100,100,1,1,1,1,1,1,0,0,0,0,1,0,4,4,6,6,6,100,100,100,100,100,100,100,100,100,100,100,70,50,100,100,100,0,0,0,0,0,0,0,30,70,0,0,100,0,sch3
226,4,Gp001,0,16,1,185,67,31,1,2,2,Business man,Trader,1,1,100,80,70,60,80,100,80,80,80,70,100,80,80,40,100,100,80,100,30,80,100,40,50,80,70,100,70,40,90,90,100,80,30,70,20,100,60,30,70,40,100,80,40,70,70,100,30,80,70,100,100,100,80,40,90,70,100,80,40,40,80,100,100,90,70,20,100,30,80,50,30,100,60,70,50,80,100,80,70,40,60,100,30,80,60,80,100,50,40,50,80,100,30,90,70,70,100,80,10,70,60,100,80,50,90,100,30,100,80,40,70,30,100,50,40,40,80,100,80,90,70,80,100,90,80,80,40,50,100,80,90,50,40,100,50,80,80,80,100,40,80,40,80,100,80,40,90,90,100,50,80,40,80,100,40,70,60,40,100,80,30,60,50,100,70,70,80,30,100,70,30,30,90,100,80,40,80,80,100,70,20,70,30,100,80,30,40,80,0,1,0,0,1,1,0,1,0,0,0,1,3,4,4,2,3,70,60,40,80,70,60,70,30,60,40,80,70,40,80,60,50,80,40,80,40,80,50,70,80,60,80,30,80,40,sch1
227,4,Gp005,1,16,1,152,44,3,0,1,2,Business man,Teacher,4,4,100,100,80,100,100,100,100,70,100,90,100,100,80,100,80,100,100,70,100,80,100,100,80,80,70,100,100,70,90,70,100,100,80,100,80,100,100,70,100,80,100,100,70,100,80,100,100,80,100,90,100,100,60,100,100,70,100,100,80,100,90,100,100,70,100,100,100,100,80,100,60,100,100,60,50,50,100,100,70,100,60,100,100,60,100,90,100,100,70,70,90,100,100,80,100,80,100,100,70,70,100,100,100,70,100,90,30,100,100,70,100,90,100,100,60,100,80,100,100,80,90,90,100,100,50,90,90,50,100,50,70,100,90,50,50,70,90,90,100,100,70,80,70,100,100,70,100,100,100,100,80,100,100,100,100,70,100,100,100,100,60,90,100,50,100,70,100,100,100,100,70,100,90,100,100,60,100,90,100,100,70,100,100,100,100,60,100,60,1,1,0,0,1,1,0,0,0,0,0,0,6,6,6,6,5,100,100,100,100,100,100,100,100,50,50,50,20,10,50,100,50,50,50,100,100,100,100,50,100,100,50,50,100,100,sch1
228,4,Gp006,1,15,1,152,55,24,1,1,1,Businesses man,Fashion designer,3,7,100,100,100,50,100,40,40,80,40,50,20,50,50,50,50,0,50,40,40,40,40,50,80,50,50,50,50,100,60,50,0,20,70,100,100,50,50,70,80,50,100,40,100,100,50,50,30,90,90,90,70,40,80,100,50,70,80,50,80,80,100,30,50,80,20,50,70,100,70,80,50,100,20,60,100,50,50,20,70,60,90,100,50,90,80,100,50,20,100,100,70,50,40,100,90,20,100,60,100,100,90,100,50,100,100,100,30,50,50,30,60,40,50,50,50,50,20,20,50,80,50,30,100,50,90,80,30,50,20,40,90,50,20,20,50,80,40,30,20,50,100,50,70,50,100,100,60,40,50,50,90,60,90,100,50,100,100,30,50,70,100,80,80,100,50,100,90,90,40,50,100,100,100,100,50,100,100,80,50,50,100,100,100,50,80,100,90,100,1,0,0,0,0,1,1,0,0,0,0,0,1,2,4,1,2,80,90,100,100,50,60,50,90,100,50,40,100,100,40,100,100,100,80,100,100,100,100,100,100,60,50,40,40,100,sch1
229,4,Gp010,0,16,1,169,48,3,1,3,0,Rewire,Trader,7,7,100,100,NA,100,50,100,100,NA,100,100,100,100,NA,90,90,100,90,NA,100,80,50,100,NA,100,90,100,100,NA,100,80,100,100,NA,100,100,100,100,NA,90,50,100,100,NA,100,90,100,100,NA,100,90,100,100,NA,100,80,70,100,60,NA,100,80,100,100,NA,100,50,100,100,NA,100,90,100,100,NA,100,100,100,90,NA,100,90,100,100,NA,100,80,100,100,NA,100,100,100,90,NA,100,80,100,100,NA,100,80,100,60,NA,100,90,30,100,90,NA,100,50,100,100,NA,90,100,100,100,NA,70,50,100,100,NA,90,100,50,50,90,NA,100,50,100,90,NA,100,90,100,100,NA,90,100,60,90,NA,100,100,100,70,NA,100,100,100,100,NA,80,80,100,70,NA,90,100,100,90,NA,90,100,100,100,NA,100,90,100,70,NA,90,90,100,100,NA,100,100,100,90,NA,90,70,1,1,0,1,1,1,0,1,1,1,0,1,6,0,NA,6,0,90,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,100,100,100,100,100,100,100,100,100,90,100,90,90,sch1
230,4,Gp019,1,15,1,155,44,1,0,1,3,Engineer,Cook,3,1,100,50,50,50,50,20,40,60,50,30,100,50,50,50,50,0,50,50,50,50,100,60,50,50,100,50,40,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,50,60,100,50,30,50,100,50,100,70,40,40,50,60,50,30,30,100,50,50,0,40,40,50,50,90,50,60,100,100,50,50,50,50,50,100,50,50,60,50,100,60,50,50,50,50,40,100,50,100,30,50,100,50,100,90,40,50,40,50,30,90,50,20,50,50,50,40,50,50,50,50,100,100,100,50,70,100,50,50,100,50,50,10,50,50,30,100,0,50,100,50,0,0,100,50,50,50,100,50,50,50,60,100,100,100,100,100,100,50,100,100,50,100,100,100,100,60,100,100,100,100,0,0,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,0,0,0,0,6,6,6,6,6,100,100,60,100,100,100,50,100,100,50,30,50,0,0,60,50,60,0,100,100,50,50,50,30,100,100,50,50,50,sch1
231,4,Gp026,1,14,1,156,45,24,1,3,NA,Farming,food seller,7,7,50,100,50,100,60,50,30,100,80,40,100,50,100,30,30,50,40,100,50,50,100,50,100,70,50,70,30,60,90,60,100,20,90,50,80,100,30,80,20,90,90,40,80,100,60,80,40,100,60,80,10,100,100,60,90,70,90,60,100,50,80,60,30,100,60,50,100,60,50,30,70,100,50,70,80,40,90,20,60,60,50,80,40,70,40,50,100,30,50,80,90,60,50,90,50,70,100,10,100,50,50,100,50,100,40,30,30,100,0,100,50,30,90,60,100,60,60,70,60,90,30,40,100,90,90,30,40,50,30,0,0,20,20,50,0,0,30,20,10,0,0,40,50,20,0,0,10,20,100,10,90,80,50,80,60,60,60,80,100,70,60,70,70,100,100,50,100,70,60,100,50,80,60,10,100,0,30,50,100,0,0,10,10,70,100,20,50,40,0,1,1,1,1,0,0,1,0,0,0,1,6,5,6,6,6,60,70,60,50,40,80,60,60,50,0,0,0,0,100,50,80,70,70,60,40,40,0,0,0,0,0,0,0,0,sch1
232,4,Gp030,1,18,1,161,67,24,0,2,1,Business man,Selling food,1,7,100,100,100,100,100,30,100,100,100,100,50,100,50,100,100,50,50,70,100,100,50,100,30,100,50,100,100,100,100,100,100,100,100,100,100,90,100,100,60,80,50,50,100,100,100,50,50,100,100,100,100,100,100,100,100,70,50,100,100,100,100,30,50,100,100,100,50,100,100,100,50,50,100,100,100,100,50,100,100,50,100,50,100,100,100,100,50,100,100,100,100,50,50,100,100,100,50,100,100,100,100,50,100,100,100,90,30,50,100,100,100,100,30,100,100,100,100,90,100,100,100,100,50,100,100,100,100,50,20,50,100,40,100,30,50,100,0,100,50,100,100,0,100,20,100,90,100,100,100,100,100,100,100,80,100,100,100,100,80,50,80,50,100,50,100,100,100,100,60,100,100,100,100,30,100,90,100,100,30,50,90,100,100,80,100,100,100,100,1,1,0,1,1,1,1,0,0,1,1,0,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch1
233,4,Gp038,0,16,1,159,54,31,1,2,1,Iron  market,Provisions,4,4,100,100,100,100,100,100,100,20,30,20,100,100,20,50,40,100,50,50,40,30,100,10,20,20,50,100,100,30,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,70,100,100,100,70,100,100,100,100,100,100,80,70,100,100,50,80,60,100,100,40,30,100,100,100,100,80,100,100,100,100,80,100,100,50,80,50,80,100,100,40,70,100,100,100,100,80,100,80,100,60,80,100,100,60,100,100,60,100,100,50,70,100,100,20,10,40,50,80,20,10,40,80,60,100,100,40,70,100,10,10,30,50,60,100,10,0,10,30,100,50,30,100,70,100,50,50,40,50,100,100,100,100,70,100,100,100,100,100,80,100,100,100,70,80,100,30,100,100,100,50,100,100,100,50,100,100,100,80,100,50,100,100,70,100,50,100,100,50,50,100,100,100,100,1,1,1,1,1,1,1,0,1,0,1,0,0,6,5,5,3,100,100,100,90,100,100,80,100,10,10,10,100,100,100,100,100,100,100,100,50,100,50,10,100,100,50,100,100,100,sch1
234,4,Gp047,0,14,1,155,44,28,0,1,2,Trader,trader,1,1,70,100,100,100,100,50,60,80,70,50,70,70,100,50,50,40,50,100,90,40,60,70,100,100,90,70,100,100,100,100,50,100,100,100,80,100,100,100,100,60,80,100,100,50,100,70,100,100,90,60,80,90,50,100,80,70,50,100,100,60,50,60,60,100,60,80,60,100,80,40,50,70,70,100,60,80,20,10,70,50,70,50,50,80,70,90,70,100,100,100,80,70,70,50,90,80,60,80,100,100,90,60,50,100,30,80,30,50,50,60,80,90,50,30,60,60,70,60,50,90,100,80,70,100,100,50,100,50,40,30,40,70,60,40,100,100,100,100,40,30,90,100,60,40,100,100,60,70,60,100,100,60,60,70,60,90,100,70,60,100,70,100,100,80,100,100,100,40,60,100,50,50,90,50,60,90,100,80,70,100,60,50,70,50,100,90,70,80,1,1,0,0,1,1,0,1,0,0,0,0,1,6,6,5,5,0,20,50,100,70,70,60,50,50,100,50,50,30,100,40,20,20,20,100,100,100,100,20,30,50,60,80,60,100,sch1
235,4,Gp055,1,15,1,157,48,29,1,2,2,Businesses man,Business woman,7,3,100,100,100,100,100,100,30,100,100,100,100,60,100,100,100,100,50,100,100,100,100,80,100,100,100,100,60,100,100,100,100,50,100,100,100,100,90,100,100,100,100,60,100,100,100,100,60,100,100,100,100,60,100,100,100,70,100,70,100,100,100,50,60,100,100,100,100,50,100,100,100,100,60,100,100,100,50,30,100,100,100,100,50,100,100,100,100,50,100,100,100,50,50,100,100,100,100,60,100,100,100,100,100,100,100,100,50,100,40,100,100,100,100,50,100,100,100,100,40,100,100,100,50,30,100,100,100,50,50,30,50,50,100,50,20,50,100,50,100,50,100,100,100,100,60,100,100,100,100,60,100,100,100,100,80,100,100,100,50,60,100,100,100,100,50,100,100,100,100,50,100,100,100,100,60,10,100,100,50,60,100,100,100,100,60,100,100,100,1,1,1,0,1,1,0,1,0,1,0,0,6,6,6,6,6,60,30,60,30,30,60,60,50,50,50,50,60,60,60,60,70,70,80,70,70,70,50,60,60,60,60,70,70,70,sch1
236,4,Gp058,1,15,1,165,59,13,0,5,0,Teacher,Trader,4,4,100,100,NA,100,NA,90,60,NA,50,NA,50,50,NA,100,NA,50,30,NA,100,NA,50,50,NA,50,NA,50,50,NA,100,NA,90,80,NA,50,NA,50,70,NA,100,NA,100,50,NA,100,NA,100,100,NA,100,NA,100,100,NA,60,NA,70,90,100,NA,100,NA,10,50,NA,100,NA,90,80,NA,100,NA,50,100,NA,100,NA,10,60,NA,100,NA,100,100,NA,100,NA,100,60,NA,100,NA,90,100,NA,50,NA,80,100,NA,50,NA,50,50,NA,100,NA,30,20,50,NA,100,NA,50,50,NA,50,NA,90,90,NA,100,NA,100,80,NA,100,NA,50,50,50,NA,100,NA,10,50,NA,50,NA,50,50,NA,100,NA,50,100,NA,50,NA,100,100,NA,100,NA,90,100,NA,100,NA,100,90,NA,60,NA,100,100,NA,100,NA,50,100,NA,100,NA,50,50,NA,100,NA,50,90,NA,100,NA,10,100,NA,100,NA,1,1,0,0,1,1,0,0,0,0,0,0,6,6,NA,5,NA,50,80,100,100,80,50,50,100,100,50,100,50,100,90,80,100,60,100,100,50,100,100,100,100,100,100,100,100,100,sch1
237,4,Gp110,0,16,1,174,55,31,0,1,1,Bussiness man,Bussiness woman,6,6,90,100,NA,NA,90,100,50,NA,NA,80,80,100,NA,NA,60,100,30,NA,NA,40,100,40,NA,NA,30,100,40,NA,NA,40,100,50,NA,NA,50,100,40,NA,NA,40,100,50,NA,NA,90,100,70,NA,NA,30,100,70,NA,NA,70,70,100,100,NA,NA,80,90,30,NA,NA,70,100,60,NA,NA,60,80,30,NA,NA,70,100,80,NA,NA,70,100,40,NA,NA,40,100,100,NA,NA,90,90,40,NA,NA,70,100,100,NA,NA,80,100,100,NA,NA,100,30,100,40,NA,NA,40,100,40,NA,NA,40,100,40,NA,NA,40,100,30,NA,NA,40,50,60,40,NA,NA,30,100,40,NA,NA,40,70,40,NA,NA,50,100,40,NA,NA,30,100,50,NA,NA,30,100,100,NA,NA,50,100,100,NA,NA,40,100,20,NA,NA,30,100,30,NA,NA,40,100,40,NA,NA,30,100,50,NA,NA,30,90,50,NA,NA,40,1,0,1,0,1,0,0,0,0,0,0,0,6,4,NA,NA,2,50,50,60,50,40,40,40,50,70,50,50,30,30,100,50,50,70,60,50,70,70,70,50,70,60,50,60,50,50,sch1
238,4,Gp115,0,15,1,161,57,4,1,1,NA,Flour mill company,Sell market,7,7,100,70,80,90,100,100,70,70,100,80,0,70,80,100,80,100,60,60,90,90,100,70,70,100,80,100,80,80,100,90,100,70,70,100,90,0,70,100,100,90,100,80,80,100,90,100,70,70,100,90,100,70,70,100,80,0,100,60,70,90,70,100,60,70,80,80,100,70,80,90,90,70,50,60,90,80,0,40,70,80,80,100,60,70,90,80,100,60,70,90,90,100,60,70,90,90,100,70,70,100,90,70,50,80,100,90,30,40,70,70,90,80,40,70,80,90,80,20,70,80,90,90,30,60,70,90,90,50,20,50,50,80,70,10,50,40,80,80,40,50,50,90,70,100,50,50,80,70,100,70,70,90,80,50,70,80,100,90,20,70,70,90,90,30,60,90,100,90,20,60,70,100,90,30,60,60,80,80,50,70,50,100,80,30,70,70,90,90,0,1,0,0,0,1,0,0,0,0,0,0,5,2,3,3,3,70,60,70,60,50,60,60,50,60,70,60,30,30,80,60,40,30,50,70,80,70,50,50,70,60,60,50,50,60,sch1
239,4,Gp117,0,19,1,165,60,24,0,1,3,Business man,Trader,7,7,100,70,NA,70,60,30,80,NA,70,60,40,80,NA,40,60,30,70,NA,70,60,50,100,NA,60,50,100,80,NA,60,80,100,100,NA,70,60,100,90,NA,100,100,100,80,NA,70,90,50,70,NA,70,70,50,100,NA,30,60,70,100,90,NA,40,70,70,60,NA,60,40,60,100,NA,30,60,40,50,NA,50,40,50,100,NA,40,80,60,100,NA,60,40,60,100,NA,70,70,40,100,NA,90,80,100,100,NA,70,40,80,100,NA,50,60,30,100,90,NA,90,30,10,80,NA,70,70,70,80,NA,70,90,100,90,NA,90,70,50,50,70,NA,30,10,10,30,NA,70,40,100,20,NA,40,60,50,30,NA,70,60,60,20,NA,80,100,100,80,NA,100,70,100,50,NA,60,60,100,100,NA,40,60,40,100,NA,70,60,20,100,NA,80,100,10,100,NA,70,80,100,80,NA,70,70,1,0,0,1,1,1,0,0,0,1,0,0,5,6,NA,6,6,30,90,80,40,40,80,30,80,90,100,80,90,80,80,40,50,80,80,80,40,90,100,80,100,100,100,100,80,100,sch1
240,4,Gp129,1,15,1,158,45,25,1,1,1,Trader,Trader,1,1,100,100,100,50,100,70,100,100,50,100,70,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30,30,100,100,100,50,50,100,100,100,50,50,100,100,100,100,70,100,100,100,100,50,50,50,100,100,50,40,100,100,100,50,40,100,100,100,50,40,100,100,100,100,100,100,100,100,100,50,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,0,1,1,1,0,0,0,0,0,5,6,5,6,4,100,100,100,100,100,100,100,100,10,0,20,20,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch1
241,4,Gp131,1,17,1,158,52,29,1,NA,2,Civil servants,fashion designer,7,7,50,100,100,100,100,100,100,100,50,70,50,50,60,50,100,50,100,100,50,100,40,70,100,50,70,100,50,100,80,100,100,0,0,40,100,100,100,50,100,100,100,100,70,100,10,100,100,100,100,100,100,60,70,100,100,70,80,100,100,100,100,40,10,100,100,100,80,100,100,100,100,80,100,100,100,100,70,100,100,100,70,70,50,70,100,100,100,100,100,100,100,70,0,60,50,70,70,50,100,60,100,70,60,80,50,100,30,50,100,100,50,100,50,40,70,50,100,50,100,100,100,100,50,100,100,100,100,50,50,0,0,0,40,0,30,0,50,70,10,0,50,50,80,100,40,40,40,50,50,100,100,40,100,100,100,100,100,100,100,50,100,0,80,100,70,100,100,100,70,100,100,100,100,60,100,100,100,100,50,100,100,90,100,50,50,100,100,100,1,1,1,1,0,1,1,0,0,0,0,0,6,6,6,6,6,0,100,100,100,100,100,50,100,100,80,100,100,100,0,100,100,100,0,70,100,100,0,100,100,100,100,100,100,100,sch1
242,4,Gp165,0,15,1,160,44,24,0,2,1,Businesses man,Business woman,7,7,100,100,100,100,100,100,10,50,40,50,100,30,50,50,50,100,30,50,50,50,100,20,50,50,50,100,100,100,60,100,100,100,50,50,50,100,50,100,80,100,100,100,60,100,100,100,100,100,100,50,100,40,50,70,50,100,100,60,50,50,50,100,20,60,50,50,100,30,50,70,50,100,100,50,50,50,100,30,20,40,50,100,20,50,30,40,90,100,50,50,50,100,70,40,60,50,100,100,50,50,40,100,100,50,40,40,100,100,30,50,30,40,100,50,50,30,40,100,40,50,30,40,100,30,50,40,50,100,100,20,40,30,30,100,10,10,20,30,100,20,20,20,40,100,20,10,20,40,100,40,30,20,60,100,100,50,30,50,100,100,50,30,50,100,100,100,80,100,100,100,50,50,80,100,70,50,50,30,100,100,70,60,100,100,100,70,40,60,1,1,0,1,1,1,1,1,0,0,1,0,6,5,6,4,4,50,50,70,30,40,60,40,50,70,100,60,80,80,100,60,100,50,100,70,100,100,100,100,90,60,70,60,100,100,sch1
243,4,Gp174,1,14,1,156,64,28,0,3,0,Businesses man,A trader,7,7,100,100,100,100,80,10,100,90,80,50,30,100,80,80,70,20,90,90,70,70,30,100,90,90,70,60,100,100,70,60,100,100,100,90,60,100,100,90,90,70,30,100,100,70,70,50,100,100,90,80,100,100,90,70,50,70,50,100,90,90,60,20,100,90,100,60,50,100,80,70,80,50,80,100,60,80,50,100,90,100,80,40,70,100,90,70,50,100,80,90,60,50,90,100,70,80,30,100,100,80,60,40,100,100,80,80,20,50,100,70,70,50,20,90,90,50,60,50,90,100,70,70,60,100,100,70,70,50,10,80,50,80,50,10,60,50,60,70,0,100,50,90,50,0,70,90,80,60,30,80,100,60,60,40,100,100,70,90,100,100,100,70,70,50,100,100,80,100,60,100,80,80,70,30,100,90,60,80,50,100,100,70,70,40,100,100,70,60,1,1,0,0,1,1,0,0,0,0,0,0,1,6,6,6,6,100,100,100,100,100,100,100,100,60,30,20,10,10,100,100,100,50,100,50,100,100,70,40,100,70,50,80,100,100,sch1
244,4,Gp181,0,14,1,173,60,30,1,1,1,Container driver,hairdresser,7,7,60,100,100,100,100,90,50,70,60,60,50,30,40,70,50,40,60,40,50,30,40,40,80,50,70,90,30,40,60,50,60,70,50,100,80,40,50,50,100,50,100,100,60,100,100,70,30,60,70,50,70,50,100,100,50,70,80,50,50,90,60,60,50,50,60,80,40,50,60,60,100,50,40,50,60,60,70,50,60,80,60,80,50,50,50,100,80,50,50,60,80,80,100,50,60,80,70,50,50,60,50,100,70,60,70,50,70,40,50,30,70,40,80,40,40,60,50,80,100,40,40,30,100,40,50,50,30,50,70,50,10,50,10,80,10,30,10,50,40,40,10,40,40,80,50,30,60,40,70,100,40,50,50,40,50,50,50,40,30,50,100,60,50,60,60,90,70,100,50,60,40,70,40,100,100,60,50,30,90,60,100,50,100,70,10,40,100,50,0,1,1,0,1,1,0,0,0,0,1,0,2,6,1,5,6,70,40,100,100,50,40,40,50,50,20,10,90,20,40,30,70,40,100,100,100,100,100,50,50,60,60,50,70,90,sch1
